grid_lon,grid_lat,n_recs,lat,lon
276,84,1,-6,-84
276,86,1,-4,-84
276,87,2,-3,-84
276,89,3,-1,-84
276,92,1,2,-84
276,93,2,3,-84
276,95,2,5,-84
276,96,4,6,-84
276,97,1,7,-84
276,98,28,8,-84
276,99,65,9,-84
276,100,35,10,-84
276,101,4,11,-84
276,102,155,12,-84
276,106,1,16,-84
276,109,1,19,-84
276,110,1,20,-84
276,111,1,21,-84
276,112,113,22,-84
276,113,48,23,-84
276,114,586,24,-84
276,115,34257,25,-84
276,116,55,26,-84
276,117,38,27,-84
276,118,34,28,-84
276,119,31,29,-84
276,120,5,30,-84
276,125,1,35,-84
276,132,9,42,-84
276,136,11,46,-84
276,137,3,47,-84
276,152,4,62,-84
276,153,2,63,-84
276,154,8,64,-84
276,164,61,74,-84
276,166,34,76,-84
277,78,2,-12,-83
277,79,2,-11,-83
277,80,2,-10,-83
277,81,1,-9,-83
277,82,2,-8,-83
277,83,2,-7,-83
277,85,3,-5,-83
277,86,5,-4,-83
277,87,1,-3,-83
277,92,1,2,-83
277,93,1,3,-83
277,95,5,5,-83
277,96,1,6,-83
277,97,6,7,-83
277,98,3,8,-83
277,99,147,9,-83
277,100,107,10,-83
277,102,109,12,-83
277,103,3,13,-83
277,106,5,16,-83
277,111,148,21,-83
277,112,364,22,-83
277,113,167,23,-83
277,114,1336,24,-83
277,115,68187,25,-83
277,116,40,26,-83
277,117,5511,27,-83
277,118,996,28,-83
277,119,15,29,-83
277,120,1,30,-83
277,132,42,42,-83
277,133,33,43,-83
277,135,1,45,-83
277,136,2,46,-83
277,139,1,49,-83
277,140,1,50,-83
277,143,1,53,-83
277,145,1,55,-83
277,152,3,62,-83
277,153,27,63,-83
277,154,1,64,-83
277,155,1,65,-83
277,164,295,74,-83
277,165,9,75,-83
277,166,95,76,-83
278,78,1,-12,-82
278,80,1,-10,-82
278,84,1,-6,-82
278,85,5,-5,-82
278,86,5,-4,-82
278,87,1,-3,-82
278,88,6,-2,-82
278,89,5,-1,-82
278,94,7,4,-82
278,95,2,5,-82
278,96,3,6,-82
278,97,11,7,-82
278,98,5,8,-82
278,99,6,9,-82
278,101,1,11,-82
278,102,14,12,-82
278,103,65,13,-82
278,104,1,14,-82
278,105,2,15,-82
278,109,298,19,-82
278,112,990,22,-82
278,113,138,23,-82
278,114,42437,24,-82
278,115,45878,25,-82
278,116,17,26,-82
278,119,113,29,-82
278,120,454,30,-82
278,121,847,31,-82
278,122,2535,32,-82
278,131,1,41,-82
278,132,2,42,-82
278,133,41,43,-82
278,134,4,44,-82
278,135,8,45,-82
278,136,2,46,-82
278,137,4,47,-82
278,147,2,57,-82
278,148,1,58,-82
278,149,8,59,-82
278,150,12,60,-82
278,153,34,63,-82
278,155,3,65,-82
278,164,590,74,-82
278,165,14,75,-82
278,166,60,76,-82
279,76,1,-14,-81
279,82,5,-8,-81
279,83,4,-7,-81
279,86,2,-4,-81
279,87,6,-3,-81
279,88,7,-2,-81
279,89,2,-1,-81
279,90,2,0,-81
279,91,3,1,-81
279,92,3,2,-81
279,94,2,4,-81
279,96,3,6,-81
279,97,14,7,-81
279,98,2,8,-81
279,99,3,9,-81
279,101,1,11,-81
279,103,1,13,-81
279,104,4,14,-81
279,107,1,17,-81
279,110,369,20,-81
279,111,1,21,-81
279,112,1,22,-81
279,113,288,23,-81
279,114,238,24,-81
279,115,131708,25,-81
279,116,23721,26,-81
279,117,133,27,-81
279,118,120,28,-81
279,119,851,29,-81
279,120,849,30,-81
279,121,668,31,-81
279,122,3915,32,-81
279,123,1893,33,-81
279,127,2,37,-81
279,133,55,43,-81
279,134,37,44,-81
279,137,34,47,-81
279,138,3,48,-81
279,142,1,52,-81
279,145,5,55,-81
279,151,1,61,-81
279,152,2,62,-81
279,153,21,63,-81
279,155,2,65,-81
279,162,5,72,-81
279,163,20,73,-81
279,164,251,74,-81
279,165,10,75,-81
279,166,56,76,-81
280,78,1,-12,-80
280,79,4,-11,-80
280,81,8,-9,-80
280,90,1,0,-80
280,92,1,2,-80
280,95,1,5,-80
280,96,4,6,-80
280,97,11,7,-80
280,98,39,8,-80
280,99,81,9,-80
280,100,93,10,-80
280,108,2,18,-80
280,110,291,20,-80
280,111,592,21,-80
280,112,178,22,-80
280,113,213,23,-80
280,114,253,24,-80
280,115,690,25,-80
280,116,5108,26,-80
280,117,2675,27,-80
280,118,2320,28,-80
280,119,675,29,-80
280,120,376,30,-80
280,121,3265,31,-80
280,122,3146,32,-80
280,123,7911,33,-80
280,124,11,34,-80
280,128,2,38,-80
280,129,3,39,-80
280,130,1,40,-80
280,132,1,42,-80
280,133,52,43,-80
280,134,47,44,-80
280,135,4,45,-80
280,136,5,46,-80
280,138,5,48,-80
280,139,1,49,-80
280,140,2,50,-80
280,143,2,53,-80
280,146,2,56,-80
280,151,1,61,-80
280,152,4,62,-80
280,153,43,63,-80
280,154,9,64,-80
280,155,5,65,-80
280,163,19,73,-80
280,164,185,74,-80
280,165,171,75,-80
280,166,120,76,-80
281,80,8,-10,-79
281,81,6,-9,-79
281,83,2,-7,-79
281,88,1,-2,-79
281,93,10,3,-79
281,94,1,4,-79
281,95,1,5,-79
281,96,1,6,-79
281,97,3,7,-79
281,98,19,8,-79
281,99,92,9,-79
281,100,289,10,-79
281,107,4,17,-79
281,108,202,18,-79
281,109,3,19,-79
281,110,1,20,-79
281,111,470,21,-79
281,112,42,22,-79
281,113,151,23,-79
281,114,9,24,-79
281,115,46,25,-79
281,116,73,26,-79
281,117,187,27,-79
281,118,2019,28,-79
281,119,2433,29,-79
281,120,163,30,-79
281,121,4657,31,-79
281,122,2879,32,-79
281,123,2224,33,-79
281,124,992,34,-79
281,129,2,39,-79
281,130,1,40,-79
281,131,2,41,-79
281,132,3,42,-79
281,133,1,43,-79
281,134,13,44,-79
281,135,26,45,-79
281,136,32,46,-79
281,148,4,58,-79
281,152,9,62,-79
281,153,22,63,-79
281,155,2,65,-79
281,160,2,70,-79
281,162,2,72,-79
281,163,34,73,-79
281,164,278,74,-79
281,165,272,75,-79
281,166,139,76,-79
282,76,1,-14,-78
282,78,4,-12,-78
282,79,4,-11,-78
282,93,1,3,-78
282,94,4,4,-78
282,95,4,5,-78
282,96,4,6,-78
282,97,4,7,-78
282,98,6,8,-78
282,99,6,9,-78
282,104,3,14,-78
282,105,2,15,-78
282,106,3,16,-78
282,107,4,17,-78
282,108,258,18,-78
282,109,80,19,-78
282,112,118,22,-78
282,114,452,24,-78
282,115,323,25,-78
282,116,876,26,-78
282,117,494,27,-78
282,118,1184,28,-78
282,119,1492,29,-78
282,120,155,30,-78
282,121,274,31,-78
282,122,772,32,-78
282,123,2459,33,-78
282,124,2214,34,-78
282,125,322,35,-78
282,128,2,38,-78
282,131,4,41,-78
282,134,14,44,-78
282,135,6,45,-78
282,136,13,46,-78
282,145,3,55,-78
282,150,5,60,-78
282,152,1,62,-78
282,153,41,63,-78
282,154,12,64,-78
282,162,1,72,-78
282,163,36,73,-78
282,164,747,74,-78
282,165,115,75,-78
282,166,68,76,-78
282,167,16,77,-78
282,168,7,78,-78
283,76,4,-14,-77
283,77,1,-13,-77
283,78,1,-12,-77
283,98,7,8,-77
283,99,19,9,-77
283,100,1,10,-77
283,105,2,15,-77
283,107,3,17,-77
283,108,129,18,-77
283,114,41,24,-77
283,115,4,25,-77
283,116,254,26,-77
283,117,226,27,-77
283,118,264,28,-77
283,119,334,29,-77
283,120,91,30,-77
283,121,40,31,-77
283,122,184,32,-77
283,123,997,33,-77
283,124,1191,34,-77
283,125,1308,35,-77
283,126,11,36,-77
283,127,2150,37,-77
283,128,330,38,-77
283,129,152,39,-77
283,130,1,40,-77
283,131,1,41,-77
283,132,4,42,-77
283,134,4,44,-77
283,135,4,45,-77
283,146,2,56,-77
283,147,4,57,-77
283,153,52,63,-77
283,154,37,64,-77
283,162,4,72,-77
283,163,246,73,-77
283,164,616,74,-77
283,165,89,75,-77
283,166,29,76,-77
283,167,5,77,-77
284,75,20,-15,-76
284,99,4,9,-76
284,100,53,10,-76
284,101,8,11,-76
284,106,2,16,-76
284,107,1,17,-76
284,108,27,18,-76
284,109,9,19,-76
284,110,1,20,-76
284,111,1,21,-76
284,113,2,23,-76
284,114,3,24,-76
284,115,3,25,-76
284,116,9,26,-76
284,117,3,27,-76
284,118,43,28,-76
284,119,16,29,-76
284,120,19,30,-76
284,121,29,31,-76
284,122,52,32,-76
284,123,242,33,-76
284,124,871,34,-76
284,125,2480,35,-76
284,126,1853,36,-76
284,127,2961,37,-76
284,128,1802,38,-76
284,129,356,39,-76
284,130,9,40,-76
284,131,4,41,-76
284,132,7,42,-76
284,135,1,45,-76
284,145,1,55,-76
284,148,4,58,-76
284,149,8,59,-76
284,153,23,63,-76
284,154,13,64,-76
284,163,298,73,-76
284,164,260,74,-76
284,165,80,75,-76
284,166,29,76,-76
284,167,20,77,-76
284,168,1,78,-76
285,37,2,-53,-75
285,73,1,-17,-75
285,101,160,11,-75
285,102,14,12,-75
285,107,8,17,-75
285,108,3,18,-75
285,109,1,19,-75
285,110,25,20,-75
285,111,6,21,-75
285,113,2,23,-75
285,114,1,24,-75
285,115,3,25,-75
285,116,22,26,-75
285,117,6,27,-75
285,118,24,28,-75
285,119,26,29,-75
285,120,22,30,-75
285,121,8,31,-75
285,122,23,32,-75
285,123,39,33,-75
285,124,305,34,-75
285,125,1503,35,-75
285,126,5879,36,-75
285,127,3172,37,-75
285,128,2547,38,-75
285,129,2628,39,-75
285,130,869,40,-75
285,131,248,41,-75
285,146,2,56,-75
285,152,3,62,-75
285,153,33,63,-75
285,154,8,64,-75
285,162,23,72,-75
285,163,146,73,-75
285,164,74,74,-75
285,165,27,75,-75
285,166,36,76,-75
285,167,25,77,-75
285,168,64,78,-75
285,169,2,79,-75
286,37,1,-53,-74
286,50,11,-40,-74
286,51,1,-39,-74
286,53,2,-37,-74
286,101,15,11,-74
286,102,18,12,-74
286,105,3,15,-74
286,106,4,16,-74
286,107,2,17,-74
286,109,9,19,-74
286,110,4271,20,-74
286,111,532,21,-74
286,112,13,22,-74
286,113,2,23,-74
286,114,22,24,-74
286,115,5,25,-74
286,116,20,26,-74
286,117,27,27,-74
286,118,66,28,-74
286,119,22,29,-74
286,120,3,30,-74
286,121,7,31,-74
286,122,11,32,-74
286,123,12,33,-74
286,124,32,34,-74
286,125,187,35,-74
286,126,272,36,-74
286,127,252,37,-74
286,128,2426,38,-74
286,129,1737,39,-74
286,130,3299,40,-74
286,131,1498,41,-74
286,135,1,45,-74
286,146,2,56,-74
286,148,1,58,-74
286,149,2,59,-74
286,153,26,63,-74
286,162,86,72,-74
286,163,205,73,-74
286,164,82,74,-74
286,165,13,75,-74
286,166,60,76,-74
286,167,69,77,-74
286,168,43,78,-74
286,169,27,79,-74
287,53,8,-37,-73
287,102,69,12,-73
287,105,7,15,-73
287,106,29,16,-73
287,107,37,17,-73
287,108,10,18,-73
287,109,14,19,-73
287,110,219,20,-73
287,111,55,21,-73
287,112,199,22,-73
287,116,11,26,-73
287,117,48,27,-73
287,118,63,28,-73
287,119,15,29,-73
287,120,4,30,-73
287,121,13,31,-73
287,122,2,32,-73
287,123,25,33,-73
287,124,10,34,-73
287,125,10,35,-73
287,126,64,36,-73
287,127,105,37,-73
287,128,310,38,-73
287,129,3758,39,-73
287,130,1522,40,-73
287,131,2670,41,-73
287,132,6,42,-73
287,148,6,58,-73
287,152,32,62,-73
287,153,21,63,-73
287,161,5,71,-73
287,162,132,72,-73
287,163,72,73,-73
287,164,53,74,-73
287,165,40,75,-73
287,166,63,76,-73
287,167,49,77,-73
287,168,21,78,-73
288,36,1,-54,-72
288,56,1,-34,-72
288,57,7,-33,-72
288,58,7,-32,-72
288,60,11,-30,-72
288,61,9,-29,-72
288,102,31,12,-72
288,103,2,13,-72
288,104,2,14,-72
288,105,8,15,-72
288,106,12,16,-72
288,107,82,17,-72
288,108,38,18,-72
288,110,78,20,-72
288,111,228,21,-72
288,112,46,22,-72
288,116,5,26,-72
288,117,14,27,-72
288,118,50,28,-72
288,119,29,29,-72
288,120,1,30,-72
288,121,5,31,-72
288,122,6,32,-72
288,123,7,33,-72
288,124,8,34,-72
288,125,5,35,-72
288,126,26,36,-72
288,127,105,37,-72
288,128,125,38,-72
288,129,757,39,-72
288,130,3793,40,-72
288,131,4082,41,-72
288,132,232,42,-72
288,134,1,44,-72
288,152,40,62,-72
288,153,8,63,-72
288,160,2,70,-72
288,161,22,71,-72
288,162,121,72,-72
288,163,80,73,-72
288,164,38,74,-72
288,165,21,75,-72
288,166,55,76,-72
288,167,19,77,-72
289,22,6,-68,-71
289,23,1,-67,-71
289,36,16,-54,-71
289,63,1,-27,-71
289,66,3,-24,-71
289,67,8,-23,-71
289,70,4,-20,-71
289,72,9,-18,-71
289,102,9,12,-71
289,103,3,13,-71
289,106,2,16,-71
289,107,14,17,-71
289,108,3,18,-71
289,110,6,20,-71
289,111,31,21,-71
289,112,1,22,-71
289,114,2,24,-71
289,115,7,25,-71
289,116,7,26,-71
289,117,17,27,-71
289,118,25,28,-71
289,119,3,29,-71
289,120,10,30,-71
289,121,9,31,-71
289,122,1,32,-71
289,123,1,33,-71
289,124,2,34,-71
289,125,8,35,-71
289,126,19,36,-71
289,127,91,37,-71
289,128,172,38,-71
289,129,431,39,-71
289,130,3218,40,-71
289,131,3225,41,-71
289,132,3482,42,-71
289,133,3935,43,-71
289,134,792,44,-71
289,137,250,47,-71
289,138,498,48,-71
289,149,6,59,-71
289,151,2,61,-71
289,152,65,62,-71
289,161,228,71,-71
289,162,257,72,-71
289,163,19,73,-71
289,164,37,74,-71
289,165,32,75,-71
289,166,72,76,-71
289,167,21,77,-71
289,169,2,79,-71
289,170,5,80,-71
290,22,9,-68,-70
290,99,2,9,-70
290,102,57,12,-70
290,103,4,13,-70
290,104,1,14,-70
290,105,23,15,-70
290,106,11,16,-70
290,107,6,17,-70
290,108,39,18,-70
290,109,29,19,-70
290,110,2,20,-70
290,112,1,22,-70
290,113,2,23,-70
290,114,1,24,-70
290,115,3,25,-70
290,116,25,26,-70
290,117,20,27,-70
290,118,14,28,-70
290,119,8,29,-70
290,120,14,30,-70
290,121,9,31,-70
290,122,2,32,-70
290,125,1,35,-70
290,126,5,36,-70
290,127,51,37,-70
290,128,174,38,-70
290,129,434,39,-70
290,130,2502,40,-70
290,131,3913,41,-70
290,132,3435,42,-70
290,133,1890,43,-70
290,134,1684,44,-70
290,136,1,46,-70
290,138,283,48,-70
290,139,27,49,-70
290,150,3,60,-70
290,151,44,61,-70
290,152,78,62,-70
290,153,7,63,-70
290,161,71,71,-70
290,162,203,72,-70
290,163,36,73,-70
290,164,13,74,-70
290,165,68,75,-70
290,166,158,76,-70
290,167,57,77,-70
290,169,5,79,-70
290,170,9,80,-70
291,22,23,-68,-69
291,23,1,-67,-69
291,24,1,-66,-69
291,25,2,-65,-69
291,35,4,-55,-69
291,38,1,-52,-69
291,101,45,11,-69
291,102,219,12,-69
291,103,27,13,-69
291,104,22,14,-69
291,105,28,15,-69
291,106,18,16,-69
291,107,13,17,-69
291,108,105,18,-69
291,109,8,19,-69
291,110,3,20,-69
291,113,1,23,-69
291,114,1,24,-69
291,115,31,25,-69
291,116,26,26,-69
291,117,50,27,-69
291,118,54,28,-69
291,119,3,29,-69
291,120,5,30,-69
291,121,5,31,-69
291,124,1,34,-69
291,125,1,35,-69
291,126,2,36,-69
291,127,14,37,-69
291,128,106,38,-69
291,129,224,39,-69
291,130,2175,40,-69
291,131,4039,41,-69
291,132,2791,42,-69
291,133,1798,43,-69
291,134,2983,44,-69
291,135,8,45,-69
291,137,3,47,-69
291,138,45,48,-69
291,139,513,49,-69
291,143,3,53,-69
291,148,1,58,-69
291,149,13,59,-69
291,150,49,60,-69
291,151,45,61,-69
291,152,87,62,-69
291,153,8,63,-69
291,154,25,64,-69
291,156,1,66,-69
291,159,1,69,-69
291,160,8,70,-69
291,161,49,71,-69
291,162,89,72,-69
291,163,41,73,-69
291,164,39,74,-69
291,165,29,75,-69
291,166,143,76,-69
291,167,4,77,-69
292,22,12,-68,-68
292,23,1,-67,-68
292,24,5,-66,-68
292,25,3,-65,-68
292,44,4,-46,-68
292,98,1,8,-68
292,99,1,9,-68
292,100,18,10,-68
292,101,32,11,-68
292,103,7,13,-68
292,105,18,15,-68
292,106,57,16,-68
292,107,97,17,-68
292,108,516,18,-68
292,109,106,19,-68
292,110,2,20,-68
292,111,2,21,-68
292,112,1,22,-68
292,113,3,23,-68
292,114,8,24,-68
292,115,5,25,-68
292,116,27,26,-68
292,117,156,27,-68
292,118,136,28,-68
292,119,20,29,-68
292,120,19,30,-68
292,121,2,31,-68
292,124,1,34,-68
292,125,1,35,-68
292,126,3,36,-68
292,127,14,37,-68
292,128,76,38,-68
292,129,137,39,-68
292,130,2773,40,-68
292,131,3085,41,-68
292,132,4876,42,-68
292,133,1718,43,-68
292,134,3427,44,-68
292,135,2627,45,-68
292,136,16,46,-68
292,137,2,47,-68
292,138,3,48,-68
292,139,306,49,-68
292,140,26,50,-68
292,148,1,58,-68
292,149,8,59,-68
292,150,60,60,-68
292,151,61,61,-68
292,152,40,62,-68
292,153,35,63,-68
292,154,1,64,-68
292,156,1,66,-68
292,159,2,69,-68
292,160,30,70,-68
292,161,144,71,-68
292,162,45,72,-68
292,163,28,73,-68
292,164,78,74,-68
292,165,58,75,-68
292,166,57,76,-68
293,22,3,-68,-67
293,24,9,-66,-67
293,34,1,-56,-67
293,44,4,-46,-67
293,45,5,-45,-67
293,101,130,11,-67
293,102,445,12,-67
293,105,1,15,-67
293,106,45,16,-67
293,107,33,17,-67
293,108,238,18,-67
293,109,27,19,-67
293,110,29,20,-67
293,111,9,21,-67
293,112,4,22,-67
293,113,10,23,-67
293,114,14,24,-67
293,115,41,25,-67
293,116,48,26,-67
293,117,236,27,-67
293,118,200,28,-67
293,119,24,29,-67
293,122,2,32,-67
293,126,1,36,-67
293,127,9,37,-67
293,128,33,38,-67
293,129,69,39,-67
293,130,667,40,-67
293,131,3295,41,-67
293,132,7541,42,-67
293,133,3536,43,-67
293,134,6622,44,-67
293,135,5502,45,-67
293,136,14,46,-67
293,137,8,47,-67
293,138,31,48,-67
293,139,235,49,-67
293,140,669,50,-67
293,145,3,55,-67
293,148,2,58,-67
293,149,5,59,-67
293,150,63,60,-67
293,151,58,61,-67
293,152,61,62,-67
293,153,8,63,-67
293,156,10,66,-67
293,159,3,69,-67
293,160,86,70,-67
293,161,112,71,-67
293,162,45,72,-67
293,163,25,73,-67
293,164,47,74,-67
293,165,28,75,-67
293,166,44,76,-67
294,24,14,-66,-66
294,37,1,-53,-66
294,42,3,-48,-66
294,44,3,-46,-66
294,45,16,-45,-66
294,47,2,-43,-66
294,48,4,-42,-66
294,49,76,-41,-66
294,97,1,7,-66
294,100,1,10,-66
294,101,2,11,-66
294,106,29,16,-66
294,107,382,17,-66
294,108,459,18,-66
294,109,36,19,-66
294,110,27,20,-66
294,111,12,21,-66
294,112,8,22,-66
294,113,8,23,-66
294,114,18,24,-66
294,115,18,25,-66
294,116,32,26,-66
294,117,81,27,-66
294,118,66,28,-66
294,119,16,29,-66
294,127,7,37,-66
294,128,21,38,-66
294,129,22,39,-66
294,130,30,40,-66
294,131,51,41,-66
294,132,2231,42,-66
294,133,3346,43,-66
294,134,337,44,-66
294,135,2823,45,-66
294,136,50,46,-66
294,137,349,47,-66
294,138,912,48,-66
294,139,239,49,-66
294,140,450,50,-66
294,149,9,59,-66
294,150,38,60,-66
294,151,307,61,-66
294,152,159,62,-66
294,153,20,63,-66
294,155,24,65,-66
294,156,16,66,-66
294,158,12,68,-66
294,159,125,69,-66
294,160,106,70,-66
294,161,20,71,-66
294,162,69,72,-66
294,163,4,73,-66
294,164,48,74,-66
294,165,65,75,-66
294,166,30,76,-66
295,24,3,-66,-65
295,25,267,-65,-65
295,26,4,-64,-65
295,44,5,-46,-65
295,45,7,-45,-65
295,47,2,-43,-65
295,48,1,-42,-65
295,49,16,-41,-65
295,100,32,10,-65
295,101,7,11,-65
295,104,1,14,-65
295,105,5,15,-65
295,106,122,16,-65
295,107,786,17,-65
295,108,15197,18,-65
295,109,84,19,-65
295,110,3,20,-65
295,111,4,21,-65
295,112,15,22,-65
295,113,4,23,-65
295,114,21,24,-65
295,115,17,25,-65
295,116,17,26,-65
295,117,18,27,-65
295,118,20,28,-65
295,119,7,29,-65
295,122,56,32,-65
295,123,7,33,-65
295,124,1,34,-65
295,126,1,36,-65
295,127,2,37,-65
295,128,16,38,-65
295,129,21,39,-65
295,130,6,40,-65
295,131,6,41,-65
295,132,162,42,-65
295,133,2202,43,-65
295,134,1031,44,-65
295,135,493,45,-65
295,136,1478,46,-65
295,137,3005,47,-65
295,138,4132,48,-65
295,139,881,49,-65
295,140,614,50,-65
295,144,3,54,-65
295,150,40,60,-65
295,151,226,61,-65
295,152,217,62,-65
295,153,15,63,-65
295,154,10,64,-65
295,155,5,65,-65
295,158,59,68,-65
295,159,84,69,-65
295,160,73,70,-65
295,161,25,71,-65
295,162,7,72,-65
295,163,13,73,-65
295,164,33,74,-65
295,165,24,75,-65
295,166,2,76,-65
296,24,1,-66,-64
296,25,45,-65,-64
296,26,8,-64,-64
296,27,1,-63,-64
296,29,1,-61,-64
296,37,1,-53,-64
296,44,1,-46,-64
296,49,2,-41,-64
296,99,1,9,-64
296,101,1,11,-64
296,103,2,13,-64
296,104,15,14,-64
296,105,11,15,-64
296,106,112,16,-64
296,107,143,17,-64
296,108,287,18,-64
296,109,1,19,-64
296,110,5,20,-64
296,111,2,21,-64
296,112,21,22,-64
296,113,8,23,-64
296,114,12,24,-64
296,115,2,25,-64
296,116,4,26,-64
296,117,5,27,-64
296,118,2,28,-64
296,119,2,29,-64
296,121,4,31,-64
296,122,47,32,-64
296,123,11,33,-64
296,125,2,35,-64
296,126,2,36,-64
296,127,3,37,-64
296,128,8,38,-64
296,129,12,39,-64
296,130,7,40,-64
296,131,6,41,-64
296,132,56,42,-64
296,133,842,43,-64
296,134,1237,44,-64
296,135,552,45,-64
296,136,3052,46,-64
296,137,1620,47,-64
296,138,2194,48,-64
296,139,1174,49,-64
296,140,285,50,-64
296,143,3,53,-64
296,148,3,58,-64
296,149,45,59,-64
296,150,217,60,-64
296,151,277,61,-64
296,152,247,62,-64
296,153,125,63,-64
296,154,80,64,-64
296,155,74,65,-64
296,157,73,67,-64
296,158,146,68,-64
296,159,48,69,-64
296,160,54,70,-64
296,161,15,71,-64
296,162,22,72,-64
296,163,13,73,-64
296,164,29,74,-64
296,165,19,75,-64
296,166,6,76,-64
297,25,10,-65,-63
297,26,32,-64,-63
297,27,16,-63,-63
297,37,1,-53,-63
297,44,1,-46,-63
297,99,4,9,-63
297,100,7,10,-63
297,101,2,11,-63
297,102,2,12,-63
297,103,8,13,-63
297,104,31,14,-63
297,105,151,15,-63
297,106,35,16,-63
297,107,152,17,-63
297,108,8,18,-63
297,109,1,19,-63
297,110,26,20,-63
297,111,13,21,-63
297,112,11,22,-63
297,113,4,23,-63
297,114,10,24,-63
297,115,1,25,-63
297,116,4,26,-63
297,117,7,27,-63
297,118,1,28,-63
297,120,5,30,-63
297,121,1,31,-63
297,122,9,32,-63
297,123,2,33,-63
297,124,3,34,-63
297,125,1,35,-63
297,127,2,37,-63
297,128,11,38,-63
297,129,15,39,-63
297,130,42,40,-63
297,131,5,41,-63
297,132,49,42,-63
297,133,1256,43,-63
297,134,1242,44,-63
297,135,404,45,-63
297,136,3376,46,-63
297,137,1572,47,-63
297,138,1160,48,-63
297,139,271,49,-63
297,140,457,50,-63
297,141,3,51,-63
297,142,1,52,-63
297,147,2,57,-63
297,148,30,58,-63
297,149,287,59,-63
297,150,234,60,-63
297,151,70,61,-63
297,152,184,62,-63
297,153,255,63,-63
297,154,254,64,-63
297,155,166,65,-63
297,156,2,66,-63
297,157,139,67,-63
297,158,124,68,-63
297,159,43,69,-63
297,160,87,70,-63
297,162,16,72,-63
297,163,2,73,-63
297,164,35,74,-63
297,165,20,75,-63
297,166,16,76,-63
298,24,3,-66,-62
298,25,1,-65,-62
298,26,14,-64,-62
298,27,11,-63,-62
298,28,2,-62,-62
298,42,1,-48,-62
298,96,1,6,-62
298,98,2,8,-62
298,99,1,9,-62
298,100,15,10,-62
298,101,26,11,-62
298,102,12,12,-62
298,103,74,13,-62
298,104,4,14,-62
298,105,8,15,-62
298,106,42,16,-62
298,107,14,17,-62
298,108,1,18,-62
298,109,3,19,-62
298,110,57,20,-62
298,111,38,21,-62
298,112,32,22,-62
298,113,10,23,-62
298,115,2,25,-62
298,116,2,26,-62
298,117,5,27,-62
298,118,1,28,-62
298,120,2,30,-62
298,121,2,31,-62
298,123,1,33,-62
298,124,1,34,-62
298,125,2,35,-62
298,126,1,36,-62
298,127,2,37,-62
298,129,10,39,-62
298,130,23,40,-62
298,131,10,41,-62
298,132,139,42,-62
298,133,1120,43,-62
298,134,2258,44,-62
298,135,782,45,-62
298,136,2866,46,-62
298,137,2456,47,-62
298,138,1702,48,-62
298,139,500,49,-62
298,140,459,50,-62
298,141,3,51,-62
298,145,1,55,-62
298,146,45,56,-62
298,147,102,57,-62
298,148,193,58,-62
298,149,299,59,-62
298,150,322,60,-62
298,151,219,61,-62
298,152,138,62,-62
298,153,229,63,-62
298,154,262,64,-62
298,155,140,65,-62
298,156,169,66,-62
298,157,226,67,-62
298,158,133,68,-62
298,159,93,69,-62
298,160,30,70,-62
298,161,6,71,-62
298,162,28,72,-62
298,163,71,73,-62
298,164,27,74,-62
298,165,6,75,-62
299,24,5,-66,-61
299,25,11,-65,-61
299,26,25,-64,-61
299,27,76,-63,-61
299,28,15,-62,-61
299,35,1,-55,-61
299,41,1,-49,-61
299,42,2,-48,-61
299,43,1,-47,-61
299,44,1,-46,-61
299,99,2,9,-61
299,100,3,10,-61
299,101,170,11,-61
299,104,106,14,-61
299,105,2,15,-61
299,106,3,16,-61
299,108,2,18,-61
299,109,8,19,-61
299,110,22,20,-61
299,111,43,21,-61
299,112,25,22,-61
299,113,7,23,-61
299,114,2,24,-61
299,115,2,25,-61
299,116,15,26,-61
299,117,1,27,-61
299,118,12,28,-61
299,119,5,29,-61
299,120,2,30,-61
299,121,3,31,-61
299,122,12,32,-61
299,123,4,33,-61
299,126,3,36,-61
299,127,3,37,-61
299,128,1,38,-61
299,129,2,39,-61
299,130,19,40,-61
299,131,12,41,-61
299,132,18,42,-61
299,133,311,43,-61
299,134,2653,44,-61
299,135,1878,45,-61
299,136,679,46,-61
299,137,1807,47,-61
299,138,1060,48,-61
299,139,823,49,-61
299,140,560,50,-61
299,143,1,53,-61
299,144,8,54,-61
299,145,26,55,-61
299,146,154,56,-61
299,147,529,57,-61
299,148,496,58,-61
299,149,375,59,-61
299,150,225,60,-61
299,151,230,61,-61
299,152,247,62,-61
299,153,313,63,-61
299,154,152,64,-61
299,155,152,65,-61
299,156,271,66,-61
299,157,306,67,-61
299,158,117,68,-61
299,159,36,69,-61
299,160,19,70,-61
299,161,11,71,-61
299,162,15,72,-61
299,163,71,73,-61
299,164,51,74,-61
299,165,23,75,-61
300,26,7,-64,-60
300,27,12,-63,-60
300,28,24,-62,-60
300,37,1,-53,-60
300,50,2,-40,-60
300,99,3,9,-60
300,100,1,10,-60
300,101,1,11,-60
300,102,2,12,-60
300,103,280,13,-60
300,108,3,18,-60
300,109,13,19,-60
300,110,50,20,-60
300,111,46,21,-60
300,112,45,22,-60
300,113,10,23,-60
300,114,5,24,-60
300,115,1,25,-60
300,116,2,26,-60
300,117,2,27,-60
300,118,7,28,-60
300,120,6,30,-60
300,121,38,31,-60
300,122,21,32,-60
300,123,12,33,-60
300,124,18,34,-60
300,125,1,35,-60
